species,fastq,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Escherichia marmotae,54,54,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia marmotae
Anaerocolumna sedimenticola,53,53,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Anaerocolumna;Anaerocolumna sedimenticola
Bacteroides cellulosilyticus,53,53,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus
Cynara cardunculus,53,53,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cynara,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Cynara;Cynara cardunculus
Coprococcus sp. ART55/1,52,52,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;Coprococcus sp. ART55/1
Bacteroides heparinolyticus,52,52,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides heparinolyticus
Prevotella sp. oral taxon 299,52,52,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. oral taxon 299
Larkinella insperata,52,52,Bacteria,Bacteria_none,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Larkinella,Bacteria;Bacteria_none;Bacteroidota;Cytophagia;Cytophagales;Spirosomaceae;Larkinella;Larkinella insperata
Candidatus Arthromitus sp. SFB-mouse-NL,51,51,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Candidatus Arthromitus,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Candidatus Arthromitus;Candidatus Arthromitus sp. SFB-mouse-NL
Lacrimispora xylanolytica,51,51,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora xylanolytica
Prevotella herbatica,51,51,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella herbatica
Helicobacter pylori,51,51,Bacteria,Bacteria_none,Pseudomonadota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Bacteria;Bacteria_none;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori
Juglans regia,51,51,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Fagales;Juglandaceae;Juglans;Juglans regia
Paenibacillus larvae,50,50,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus larvae
Novisyntrophococcus fermenticellae,50,50,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Novisyntrophococcus,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Novisyntrophococcus;Novisyntrophococcus fermenticellae
Porphyromonas gingivalis,50,50,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis
Panicum virgatum,50,50,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Panicum,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Panicum;Panicum virgatum
Streptococcus merionis,49,49,Bacteria,Bacteria_none,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus merionis
Impatiens glandulifera,49,49,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Ericales;Balsaminaceae;Impatiens;Impatiens glandulifera
Salvia splendens,49,49,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Salvia;Salvia splendens
Prevotella sp. E9-3,48,48,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. E9-3
Anaerocolumna chitinilytica,47,47,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Anaerocolumna;Anaerocolumna chitinilytica
Phaseolus vulgaris,47,47,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Phaseolus;Phaseolus vulgaris
Manihot esculenta,47,47,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Manihot;Manihot esculenta
Butyrivibrio hungatei,46,46,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio;Butyrivibrio hungatei
Bacteroides zoogleoformans,46,46,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides zoogleoformans
Prevotella jejuni,46,46,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella jejuni
Ruminococcus champanellensis,45,45,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;Ruminococcus champanellensis
Bacteroides intestinalis,45,45,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides intestinalis
Daucus carota,45,45,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Apiales;Apiaceae;Daucus;Daucus carota
Vigna radiata,45,45,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;Vigna radiata
Cajanus cajan,44,44,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cajanus,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Cajanus;Cajanus cajan
Eubacterium limosum,43,43,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium limosum
Prevotella sp. E15-22,43,43,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. E15-22
Prevotella veroralis,43,43,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella veroralis
Carya illinoinensis,43,43,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Carya,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Fagales;Juglandaceae;Carya;Carya illinoinensis
Adlercreutzia equolifaciens,42,42,Bacteria,Bacteria_none,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Bacteria;Bacteria_none;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Adlercreutzia;Adlercreutzia equolifaciens
Prevotella sp. E2-28,42,42,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. E2-28
Physcomitrium patens,42,42,Eukaryota,Viridiplantae,Streptophyta,Bryopsida,Funariales,Funariaceae,Physcomitrium,Eukaryota;Viridiplantae;Streptophyta;Bryopsida;Funariales;Funariaceae;Physcomitrium;Physcomitrium patens
Eucalyptus grandis,42,42,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;Eucalyptus grandis
Arachis duranensis,41,41,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Arachis;Arachis duranensis
Mangifera indica,41,41,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;Mangifera indica
Butyrivibrio fibrisolvens,40,40,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio;Butyrivibrio fibrisolvens
Herbinix luporum,40,40,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Herbinix,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Herbinix;Herbinix luporum
Faecalibacterium sp. I3-3-89,40,40,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;Faecalibacterium sp. I3-3-89
Cucumis sativus,40,40,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;Cucumis sativus
Anaerocolumna cellulosilytica,39,39,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Anaerocolumna;Anaerocolumna cellulosilytica
Faecalibacterium sp. I4-3-84,39,39,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;Faecalibacterium sp. I4-3-84
Tannerella serpentiformis,39,39,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;Tannerella serpentiformis
Quercus lobata,39,39,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Fagales;Fagaceae;Quercus;Quercus lobata
Mercurialis annua,39,39,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Mercurialis,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mercurialis;Mercurialis annua
Adlercreutzia hattorii,38,38,Bacteria,Bacteria_none,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Bacteria;Bacteria_none;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Adlercreutzia;Adlercreutzia hattorii
Wujia chipingensis,38,38,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Wujia,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Wujia;Wujia chipingensis
Bacteroides sp. CACC 737,38,38,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CACC 737
Panicum hallii,38,38,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Panicum,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Panicum;Panicum hallii
Blautia liquoris,37,37,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia liquoris
Tannerella forsythia,37,37,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;Tannerella forsythia
Medicago truncatula,37,37,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Medicago;Medicago truncatula
Vigna angularis,37,37,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;Vigna angularis
Rosa chinensis,37,37,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Rosa;Rosa chinensis
Vitis vinifera,37,37,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Vitales;Vitaceae;Vitis;Vitis vinifera
Clostridium perfringens,36,36,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium perfringens
Erigeron canadensis,36,36,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Erigeron;Erigeron canadensis
Camelina sativa,36,36,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Camelina,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Camelina;Camelina sativa
Cicer arietinum,36,36,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cicer,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Cicer;Cicer arietinum
Staphylococcus aureus,35,35,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus
Helicobacter himalayensis,35,35,Bacteria,Bacteria_none,Pseudomonadota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Bacteria;Bacteria_none;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter himalayensis
Escherichia albertii,35,35,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia albertii
Pseudomonas putida,35,35,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida
Tripterygium wilfordii,35,35,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Celastrales,Celastraceae,Tripterygium,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Celastrales;Celastraceae;Tripterygium;Tripterygium wilfordii
Bacillus subtilis,34,34,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis
Christensenella sp. Marseille-P3954,34,34,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Christensenellaceae,Christensenella,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Christensenellaceae;Christensenella;Christensenella sp. Marseille-P3954
Arachis ipaensis,34,34,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Arachis;Arachis ipaensis
Theobroma cacao,34,34,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Theobroma,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Theobroma;Theobroma cacao
Priestia megaterium,33,33,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Priestia;Priestia megaterium
Paenibacillus polymyxa,33,33,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus polymyxa
Eubacterium hominis,33,33,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium hominis
Eubacterium sp. MSJ-33,33,33,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium sp. MSJ-33
Parabacteroides faecis,33,33,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides faecis
Coffea eugenioides,33,33,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Coffea;Coffea eugenioides
Nymphaea colorata,33,33,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Nymphaeales;Nymphaeaceae;Nymphaea;Nymphaea colorata
Sorghum bicolor,33,33,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Sorghum,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Sorghum;Sorghum bicolor
Vitis riparia,33,33,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Vitales;Vitaceae;Vitis;Vitis riparia
Caproicibacter fermentans,32,32,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Caproicibacter,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Caproicibacter;Caproicibacter fermentans
Butyricimonas faecalis,32,32,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas faecalis
Ziziphus jujuba,32,32,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rhamnaceae,Ziziphus,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Rosales;Rhamnaceae;Ziziphus;Ziziphus jujuba
Citrus sinensis,32,32,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Sapindales;Rutaceae;Citrus;Citrus sinensis
Kingevirus communis,32,32,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Crevaviridae,Kingevirus,Viruses;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Crevaviridae;Kingevirus;Kingevirus communis
Anaeromicropila herbilytica,31,31,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Anaeromicropila,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Anaeromicropila;Anaeromicropila herbilytica
Pseudobutyrivibrio xylanivorans,31,31,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Pseudobutyrivibrio,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Pseudobutyrivibrio;Pseudobutyrivibrio xylanivorans
Prevotella bryantii,31,31,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella bryantii
Pasteurella multocida,31,31,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Pasteurella;Pasteurella multocida
Ricinus communis,31,31,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Ricinus;Ricinus communis
Populus trichocarpa,31,31,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Populus;Populus trichocarpa
Cannabis sativa,31,31,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Cannabaceae,Cannabis,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Rosales;Cannabaceae;Cannabis;Cannabis sativa
Collinsella aerofaciens,30,30,Bacteria,Bacteria_none,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Bacteria;Bacteria_none;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella aerofaciens
Dehalococcoides mccartyi,30,30,Bacteria,Bacteria_none,Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,Bacteria;Bacteria_none;Chloroflexota;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;Dehalococcoides mccartyi
Juglans microcarpa x Juglans regia,30,30,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Fagales;Juglandaceae;Juglans;Juglans microcarpa x Juglans regia
Coffea arabica,30,30,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Coffea;Coffea arabica
Gossypium raimondii,30,30,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Gossypium;Gossypium raimondii
Ananas comosus,30,30,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Ananas,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Poales;Bromeliaceae;Ananas;Ananas comosus
Ipomoea triloba,30,30,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea;Ipomoea triloba
Emergencia timonensis,29,29,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Emergencia,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Emergencia;Emergencia timonensis
Lachnoanaerobaculum umeaense,29,29,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum;Lachnoanaerobaculum umeaense
Brucella abortus,29,29,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella;Brucella abortus
Rhodamnia argentea,29,29,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Rhodamnia,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Myrtales;Myrtaceae;Rhodamnia;Rhodamnia argentea
